crn,status,course_code,section,title,credits,type,hybrid,online,instructor,start_date,end_date,days,start_time,end_time,building,room,section_info,program_code
21038,Open,INAF 5207,S,Middle East Econ & Pol Rel,.5,Seminar,No,No,,"Jul 02, 2025","Aug 14, 2025",Tue Thu,18:05,20:55,Richcraft Hall,3110,,INAF
21333,Open,INAF 5409,S,Global Dev Narr Turkey & Other,.5,Seminar,No,Yes,,"Jul 02, 2025","Aug 14, 2025",Mon Wed,18:05,20:55,Richcraft Hall,3224,,INAF
21437,Open,INAF 5705,S,Global Social Policy,.5,Seminar,No,No,,"Jul 02, 2025","Aug 14, 2025",Mon Wed,18:05,20:55,Richcraft Hall,3110,,INAF
20462,Open,INAF 5901,S,Tutorials in Int'l Affairs,.5,Tutorial,No,Yes,,"May 05, 2025","Aug 14, 2025",Time: Building: Room:,,,Room:,,,INAF
20463,Open,INAF 5906,S,M.A./JD. Research Essay,1,Research Essay,No,Yes,,"May 05, 2025","Aug 14, 2025",Time: Building: Room:,,,Room:,,,INAF
20464,Open,INAF 5908,S,Research Essay,1,Research Essay,No,Yes,,"May 05, 2025","Aug 14, 2025",Time: Building: Room:,,,Room:,,,INAF
20465,Open,INAF 5909,S,M.A. Thesis,0,Masters Thesis,No,Yes,,"May 05, 2025","Aug 14, 2025",Time: Building: Room:,,,Room:,,,INAF
20467,Open,INAF 6909,S,Ph.D. Dissertation,0,PhD Thesis,No,No,,"May 05, 2025","Aug 14, 2025",Time: Building: Room:,,,Room:,,,INAF
20468,Open,INAF 6921,S,Ph.D. Tutorial Int'l Affairs,.5,Seminar,No,No,,"May 05, 2025","Aug 14, 2025",Time: Building: Room:,,,Room:,,,INAF
